id_venda,id_cliente,data_venda,valor_total
46,2123.0,2024-08-03 00:00:00,47.9
47,764.0,03/08/2024 00:00:00,787.09
48,1330.0,2024-08-03 00:00:00,178.28
49,2846.0,2024-08-03 00:00:00,161.85
50,2483.0,2024-08-03 00:00:00,469.01
51,1332.0,2024-08-03 00:00:00,158.57
52,1359.0,2024-08-03 00:00:00,101.02
53,759.0,2024-08-03 00:00:00,148.3
54,2129.0,2024-08-03 00:00:00,597.24
55,2948.0,2024-08-03 00:00:00,123.0
56,1354.0,2024-08-03 00:00:00,293.0
57,1876.0,2024-08-03 00:00:00,122.92
58,2594.0,2024-08-03 00:00:00,193.94
59,1474.0,2024-08-03 00:00:00,79.72
60,43.0,2024-08-03 00:00:00,54.93
61,1907.0,2024-08-04 00:00:00,154.12
62,2896.0,2024-08-04 00:00:00,32.95
63,1936.0,2024-08-04 00:00:00,204.82
64,360.0,2024-08-04 00:00:00,238.48
65,281.0,2024-08-04 00:00:00,454.19
66,667.0,2024-08-04 00:00:00,220.26
67,1970.0,2024-08-04 00:00:00,184.23
68,1029.0,2024-08-04 00:00:00,84.65
69,682.0,2024-08-04 00:00:00,38.96
70,1429.0,2024-08-04 00:00:00,159.13
71,2693.0,2024-08-04 00:00:00,123.53
72,2394.0,04/08/2024 00:00:00,449.27
73,1969.0,2024-08-04 00:00:00,140.0
74,1837.0,2024-08-04 00:00:00,77.6
75,2842.0,2024-08-04 00:00:00,321.3
76,1145.0,2024-08-04 00:00:00,232.81
77,1080.0,2024-08-04 00:00:00,413.63
78,2879.0,2024-08-04 00:00:00,94.73
79,337.0,2024-08-04 00:00:00,64.84
80,1281.0,2024-08-04 00:00:00,17.66
81,1891.0,04/08/2024 00:00:00,40.8
82,2767.0,2024-08-04 00:00:00,153.83
83,56.0,2024-08-04 00:00:00,132.53
84,474.0,2024-08-04 00:00:00,285.39
85,2126.0,2024-08-04 00:00:00,124.18
86,365.0,2024-08-04 00:00:00,12.87
87,2747.0,2024-08-04 00:00:00,58.19
88,1031.0,04/08/2024 00:00:00,232.42
89,919.0,2024-08-04 00:00:00,143.36
90,1775.0,2024-08-05 00:00:00,10.0
91,2854.0,2024-08-05 00:00:00,152.12
92,1216.0,2024-08-05 00:00:00,62.73
93,485.0,2024-08-05 00:00:00,40.25
94,1063.0,2024-08-05 00:00:00,77.74
95,1255.0,2024-08-05 00:00:00,18.69
96,126.0,2024-08-05 00:00:00,25.51
97,2193.0,2024-08-05 00:00:00,83.99
98,2073.0,2024-08-05 00:00:00,227.33
99,67.0,2024-08-05 00:00:00,209.29
100,1170.0,2024-08-05 00:00:00,18.19
101,111.0,2024-08-05 00:00:00,266.99
102,623.0,2024-08-05 00:00:00,273.64
103,2796.0,2024-08-05 00:00:00,27.3
104,2473.0,2024-08-05 00:00:00,82.33
105,2740.0,2024-08-05 00:00:00,207.64
106,1762.0,2024-08-05 00:00:00,56.04
107,2363.0,2024-08-05 00:00:00,861.24
108,1313.0,2024-08-05 00:00:00,10.0
109,2325.0,2024-08-05 00:00:00,33.18
110,1527.0,2024-08-06 00:00:00,133.81
111,2891.0,2024-08-06 00:00:00,18.4
112,2398.0,2024-08-06 00:00:00,38.08
113,2871.0,2024-08-06 00:00:00,369.43
114,2947.0,2024-08-06 00:00:00,148.68
115,1064.0,2024-08-06 00:00:00,238.78
116,920.0,2024-08-06 00:00:00,23.77
117,468.0,2024-08-06 00:00:00,697.81
118,4.0,06/08/2024 00:00:00,10.0
119,118.0,2024-08-06 00:00:00,59.66
120,2552.0,2024-08-06 00:00:00,256.67
121,2622.0,2024-08-06 00:00:00,530.08
122,847.0,2024-08-06 00:00:00,153.16
123,1459.0,2024-08-06 00:00:00,364.75
124,1669.0,2024-08-06 00:00:00,41.42
125,1142.0,2024-08-06 00:00:00,248.23
126,724.0,2024-08-06 00:00:00,141.7
127,113.0,2024-08-06 00:00:00,150.94
128,2049.0,2024-08-06 00:00:00,188.64
129,320.0,2024-08-06 00:00:00,18.27
130,1918.0,2024-08-06 00:00:00,33.53
131,2893.0,2024-08-06 00:00:00,152.11
132,902.0,2024-08-06 00:00:00,82.08
133,10.0,2024-08-06 00:00:00,159.08
134,1674.0,2024-08-06 00:00:00,920.24
135,2061.0,2024-08-06 00:00:00,230.76
136,1620.0,2024-08-06 00:00:00,58.78
137,1637.0,2024-08-07 00:00:00,10.0
138,2825.0,2024-08-07 00:00:00,181.09
139,1944.0,2024-08-07 00:00:00,186.33
140,1119.0,2024-08-07 00:00:00,530.51
141,2366.0,07/08/2024 00:00:00,274.06
142,1970.0,2024-08-07 00:00:00,26.55
143,376.0,2024-08-07 00:00:00,940.55
144,2636.0,2024-08-07 00:00:00,95.36
145,2561.0,2024-08-07 00:00:00,270.28
146,2966.0,2024-08-07 00:00:00,10.0
147,1373.0,2024-08-07 00:00:00,30.11
148,873.0,2024-08-07 00:00:00,277.66
149,1852.0,2024-08-07 00:00:00,35.74
150,725.0,2024-08-07 00:00:00,41.26
151,2899.0,2024-08-07 00:00:00,218.84
152,2622.0,08/08/2024 00:00:00,88.89
153,1773.0,2024-08-08 00:00:00,177.5
154,2450.0,2024-08-08 00:00:00,339.22
155,1319.0,2024-08-08 00:00:00,250.2
156,2848.0,2024-08-08 00:00:00,124.23
157,2470.0,2024-08-08 00:00:00,155.21
158,575.0,2024-08-08 00:00:00,139.72
159,2713.0,2024-08-08 00:00:00,87.81
160,503.0,2024-08-08 00:00:00,151.8
161,821.0,2024-08-08 00:00:00,473.9
162,1971.0,2024-08-08 00:00:00,112.96
163,2627.0,2024-08-08 00:00:00,197.62
164,2602.0,2024-08-08 00:00:00,30.0
165,1647.0,2024-08-08 00:00:00,193.56
166,2036.0,2024-08-08 00:00:00,270.54
167,923.0,2024-08-08 00:00:00,310.8
168,2598.0,2024-08-08 00:00:00,279.19
169,951.0,2024-08-09 00:00:00,30.89
170,2244.0,2024-08-09 00:00:00,168.74
171,517.0,2024-08-09 00:00:00,418.73
172,2913.0,2024-08-09 00:00:00,21.72
173,1933.0,2024-08-09 00:00:00,23.45
174,2276.0,2024-08-09 00:00:00,122.13
175,2996.0,2024-08-09 00:00:00,101.26
176,2095.0,2024-08-09 00:00:00,105.17
177,130.0,2024-08-09 00:00:00,10.0
178,2675.0,2024-08-09 00:00:00,236.8
179,794.0,2024-08-09 00:00:00,58.02
180,2117.0,2024-08-09 00:00:00,350.66
181,1866.0,2024-08-09 00:00:00,83.87
182,712.0,2024-08-09 00:00:00,110.19
183,346.0,2024-08-09 00:00:00,588.56
184,2444.0,2024-08-09 00:00:00,485.75
185,985.0,2024-08-10 00:00:00,59.15
186,1640.0,2024-08-10 00:00:00,411.34
187,356.0,2024-08-10 00:00:00,502.05
188,2936.0,2024-08-10 00:00:00,10.0
189,127.0,2024-08-10 00:00:00,33.1
190,604.0,2024-08-10 00:00:00,93.82
191,1929.0,2024-08-10 00:00:00,110.37
192,2827.0,2024-08-10 00:00:00,119.87
193,2862.0,2024-08-10 00:00:00,53.81
194,1646.0,2024-08-10 00:00:00,41.24
195,2873.0,2024-08-10 00:00:00,80.74
196,567.0,2024-08-10 00:00:00,51.6
197,1935.0,2024-08-10 00:00:00,101.83
198,1333.0,2024-08-10 00:00:00,81.65
199,2361.0,2024-08-10 00:00:00,10.0
200,937.0,11/08/2024 00:00:00,24.27
201,2292.0,2024-08-11 00:00:00,154.18
202,2123.0,2024-08-11 00:00:00,512.69
203,475.0,2024-08-11 00:00:00,267.5
204,2688.0,2024-08-11 00:00:00,50.88
205,876.0,2024-08-11 00:00:00,487.79
206,1206.0,2024-08-11 00:00:00,38.81
207,1991.0,2024-08-11 00:00:00,36.19
208,1880.0,2024-08-11 00:00:00,74.64
209,285.0,2024-08-11 00:00:00,173.78
210,662.0,11/08/2024 00:00:00,49.72
211,1493.0,2024-08-11 00:00:00,144.79
212,849.0,2024-08-11 00:00:00,649.2
213,689.0,2024-08-11 00:00:00,162.98
214,342.0,2024-08-11 00:00:00,17.84
215,1725.0,2024-08-11 00:00:00,40.78
216,327.0,2024-08-11 00:00:00,180.96
217,990.0,2024-08-11 00:00:00,277.23
218,952.0,2024-08-11 00:00:00,456.66
219,2080.0,2024-08-11 00:00:00,126.31
220,429.0,2024-08-12 00:00:00,94.87
221,2066.0,2024-08-12 00:00:00,69.64
222,1395.0,2024-08-12 00:00:00,120.77
223,194.0,2024-08-12 00:00:00,152.91
224,1137.0,2024-08-12 00:00:00,102.42
225,1702.0,2024-08-12 00:00:00,289.94
226,1921.0,2024-08-12 00:00:00,81.4
227,55.0,2024-08-12 00:00:00,584.18
228,800.0,2024-08-12 00:00:00,63.57
229,1902.0,2024-08-12 00:00:00,149.55
230,2135.0,2024-08-12 00:00:00,771.99
231,1824.0,2024-08-12 00:00:00,251.74
232,833.0,2024-08-12 00:00:00,160.47
233,1859.0,2024-08-12 00:00:00,52.55
234,2491.0,2024-08-12 00:00:00,140.84
235,328.0,2024-08-12 00:00:00,21.99
236,2627.0,2024-08-13 00:00:00,436.89
237,1288.0,2024-08-13 00:00:00,20.95
238,2144.0,2024-08-13 00:00:00,897.1
239,1312.0,2024-08-13 00:00:00,387.17
240,2539.0,2024-08-13 00:00:00,657.48
241,1524.0,2024-08-13 00:00:00,220.58
242,2517.0,2024-08-13 00:00:00,104.31
243,823.0,2024-08-13 00:00:00,453.32
244,2055.0,2024-08-13 00:00:00,200.61
245,2199.0,2024-08-13 00:00:00,376.94
246,915.0,2024-08-13 00:00:00,174.95
247,2748.0,2024-08-13 00:00:00,243.44
248,1921.0,2024-08-13 00:00:00,340.14
249,1940.0,2024-08-13 00:00:00,81.85
250,1410.0,2024-08-13 00:00:00,90.22
251,396.0,2024-08-13 00:00:00,355.16
252,805.0,2024-08-13 00:00:00,105.33
253,1758.0,2024-08-13 00:00:00,90.12
254,1077.0,2024-08-13 00:00:00,69.76
255,1524.0,2024-08-13 00:00:00,734.19
256,1388.0,2024-08-13 00:00:00,30.19
257,2762.0,2024-08-13 00:00:00,166.84
258,2107.0,2024-08-13 00:00:00,449.91
259,128.0,2024-08-13 00:00:00,40.2
260,2574.0,2024-08-13 00:00:00,270.72
261,237.0,2024-08-13 00:00:00,103.02
262,1782.0,2024-08-13 00:00:00,207.16
263,2542.0,2024-08-13 00:00:00,832.12
264,442.0,2024-08-14 00:00:00,461.66
265,2658.0,14/08/2024 00:00:00,63.58
266,75.0,2024-08-14 00:00:00,345.85
267,2176.0,2024-08-14 00:00:00,25.06
268,1380.0,2024-08-14 00:00:00,137.87
269,2082.0,2024-08-14 00:00:00,161.57
270,1402.0,2024-08-14 00:00:00,254.74
271,342.0,2024-08-14 00:00:00,29.44
272,646.0,2024-08-14 00:00:00,263.49
273,610.0,2024-08-14 00:00:00,183.52
274,2041.0,2024-08-14 00:00:00,136.35
275,2954.0,2024-08-14 00:00:00,491.64
276,2970.0,2024-08-14 00:00:00,103.63
277,702.0,2024-08-14 00:00:00,146.34
278,1600.0,2024-08-14 00:00:00,87.35
279,1846.0,2024-08-14 00:00:00,267.91
280,2867.0,2024-08-14 00:00:00,18.94
281,1395.0,2024-08-14 00:00:00,56.3
282,149.0,2024-08-14 00:00:00,362.9
283,2059.0,2024-08-14 00:00:00,87.91
284,1137.0,2024-08-14 00:00:00,255.69
285,2792.0,2024-08-14 00:00:00,167.13
286,98.0,2024-08-14 00:00:00,101.05
287,2712.0,14/08/2024 00:00:00,552.38
288,2117.0,2024-08-14 00:00:00,132.23
289,1786.0,2024-08-14 00:00:00,10.0
290,1763.0,15/08/2024 00:00:00,368.44
291,365.0,2024-08-15 00:00:00,33.61
292,2249.0,2024-08-15 00:00:00,294.73
293,1525.0,2024-08-15 00:00:00,84.44
294,2344.0,2024-08-15 00:00:00,260.53
295,1241.0,2024-08-15 00:00:00,244.11
296,1640.0,2024-08-15 00:00:00,114.12
297,1063.0,2024-08-15 00:00:00,15.79
298,1253.0,2024-08-15 00:00:00,10.0
299,1459.0,2024-08-15 00:00:00,63.53
300,2914.0,2024-08-15 00:00:00,21.76
301,1637.0,2024-08-15 00:00:00,19.21
302,2865.0,2024-08-15 00:00:00,29.43
303,330.0,2024-08-15 00:00:00,234.6
304,1521.0,2024-08-15 00:00:00,40.95
305,1342.0,2024-08-15 00:00:00,634.83
306,339.0,2024-08-15 00:00:00,263.52
307,2709.0,2024-08-15 00:00:00,284.62
308,1509.0,2024-08-15 00:00:00,235.71
309,710.0,2024-08-15 00:00:00,788.26
310,2514.0,2024-08-15 00:00:00,134.44
311,489.0,2024-08-15 00:00:00,576.69
312,47.0,2024-08-15 00:00:00,10.0
313,1040.0,2024-08-15 00:00:00,518.72
314,1818.0,2024-08-15 00:00:00,167.84
315,250.0,2024-08-15 00:00:00,75.04
316,335.0,2024-08-15 00:00:00,239.08
317,137.0,2024-08-15 00:00:00,42.79
318,1522.0,2024-08-15 00:00:00,109.55
319,1501.0,2024-08-15 00:00:00,128.57
320,990.0,2024-08-16 00:00:00,11.29
321,402.0,2024-08-16 00:00:00,147.81
322,615.0,2024-08-16 00:00:00,10.0
323,1183.0,2024-08-16 00:00:00,90.73
324,2668.0,2024-08-16 00:00:00,25.7
325,1122.0,2024-08-16 00:00:00,432.56
326,1195.0,2024-08-16 00:00:00,83.07
327,183.0,2024-08-16 00:00:00,103.67
328,39.0,2024-08-16 00:00:00,75.75
329,2545.0,2024-08-16 00:00:00,154.61
330,921.0,2024-08-16 00:00:00,267.77
331,16.0,2024-08-16 00:00:00,111.31
332,1132.0,2024-08-16 00:00:00,53.04
333,311.0,2024-08-16 00:00:00,123.96
334,546.0,2024-08-16 00:00:00,10.0
335,759.0,2024-08-16 00:00:00,41.03
336,1298.0,2024-08-16 00:00:00,559.6
337,1915.0,2024-08-16 00:00:00,1236.44
338,29.0,2024-08-16 00:00:00,291.51
339,477.0,2024-08-16 00:00:00,10.0
340,748.0,2024-08-16 00:00:00,197.51
341,1772.0,2024-08-16 00:00:00,828.08
342,266.0,2024-08-16 00:00:00,19.24
343,340.0,2024-08-16 00:00:00,267.56
344,2051.0,16/08/2024 00:00:00,125.96
345,376.0,2024-08-16 00:00:00,67.72
346,2372.0,2024-08-16 00:00:00,251.44
347,293.0,2024-08-16 00:00:00,10.0
348,705.0,2024-08-17 00:00:00,482.34
349,1999.0,2024-08-17 00:00:00,111.64
350,2865.0,2024-08-17 00:00:00,99.39
351,964.0,2024-08-17 00:00:00,49.25
352,2042.0,2024-08-17 00:00:00,319.89
353,939.0,2024-08-17 00:00:00,177.62
354,807.0,2024-08-17 00:00:00,422.59
355,1326.0,2024-08-17 00:00:00,183.66
356,1086.0,2024-08-17 00:00:00,190.08
357,2612.0,2024-08-17 00:00:00,13.44
358,1608.0,2024-08-17 00:00:00,572.0
359,1334.0,2024-08-17 00:00:00,187.16
360,1390.0,2024-08-17 00:00:00,52.45
361,226.0,2024-08-17 00:00:00,96.93
362,937.0,2024-08-17 00:00:00,41.27
363,2307.0,2024-08-17 00:00:00,349.98
364,1797.0,2024-08-17 00:00:00,198.73
365,727.0,2024-08-17 00:00:00,430.46
366,1044.0,2024-08-18 00:00:00,1056.01
367,1597.0,2024-08-18 00:00:00,60.28
368,2467.0,2024-08-18 00:00:00,283.96
369,2110.0,2024-08-18 00:00:00,1121.83
370,3.0,2024-08-18 00:00:00,338.38
371,781.0,2024-08-18 00:00:00,50.67
372,2031.0,2024-08-18 00:00:00,10.0
373,580.0,2024-08-18 00:00:00,173.54
374,1291.0,2024-08-18 00:00:00,419.86
375,2683.0,2024-08-18 00:00:00,27.74
376,1219.0,2024-08-18 00:00:00,623.14
377,1356.0,2024-08-18 00:00:00,10.0
378,1487.0,2024-08-18 00:00:00,212.98
379,1419.0,2024-08-18 00:00:00,18.2
380,984.0,2024-08-18 00:00:00,58.24
381,38.0,2024-08-18 00:00:00,60.15
382,1200.0,2024-08-18 00:00:00,136.99
383,454.0,2024-08-18 00:00:00,654.68
384,1712.0,2024-08-19 00:00:00,229.93
385,973.0,2024-08-19 00:00:00,381.04
386,1325.0,2024-08-19 00:00:00,131.01
387,2397.0,2024-08-19 00:00:00,473.99
388,1347.0,2024-08-19 00:00:00,85.48
389,1890.0,2024-08-19 00:00:00,156.96
390,1997.0,2024-08-19 00:00:00,62.13
391,1286.0,2024-08-19 00:00:00,147.32
392,2384.0,2024-08-19 00:00:00,214.85
393,2401.0,2024-08-19 00:00:00,34.24
394,2864.0,2024-08-19 00:00:00,246.45
395,363.0,2024-08-19 00:00:00,54.54
396,1717.0,2024-08-19 00:00:00,227.97
397,191.0,2024-08-19 00:00:00,240.12
398,700.0,2024-08-19 00:00:00,34.54
399,557.0,2024-08-19 00:00:00,410.9
400,1055.0,2024-08-19 00:00:00,349.53
401,2720.0,2024-08-19 00:00:00,81.63
402,1575.0,2024-08-19 00:00:00,35.05
403,2404.0,2024-08-19 00:00:00,162.47
404,589.0,2024-08-19 00:00:00,141.64
405,295.0,2024-08-19 00:00:00,42.92
406,1549.0,2024-08-19 00:00:00,191.91
407,1137.0,2024-08-19 00:00:00,164.13
408,360.0,2024-08-19 00:00:00,60.17
409,700.0,2024-08-19 00:00:00,10.0
410,2413.0,2024-08-19 00:00:00,302.69
411,1350.0,2024-08-19 00:00:00,66.63
412,586.0,2024-08-20 00:00:00,113.21
413,994.0,2024-08-20 00:00:00,83.67
414,572.0,20/08/2024 00:00:00,39.57
415,2085.0,2024-08-20 00:00:00,21.63
416,1220.0,2024-08-20 00:00:00,38.17
417,484.0,2024-08-20 00:00:00,14.05
418,731.0,2024-08-20 00:00:00,36.39
419,2572.0,2024-08-20 00:00:00,13.95
420,886.0,2024-08-20 00:00:00,84.89
421,474.0,2024-08-20 00:00:00,15.53
422,2258.0,2024-08-20 00:00:00,410.42
423,704.0,2024-08-20 00:00:00,225.43
424,716.0,2024-08-20 00:00:00,276.98
425,1251.0,2024-08-20 00:00:00,180.48
426,2508.0,2024-08-20 00:00:00,10.0
427,907.0,2024-08-20 00:00:00,344.65
428,2927.0,2024-08-20 00:00:00,134.14
429,2995.0,2024-08-21 00:00:00,58.21
430,2007.0,2024-08-21 00:00:00,118.08
431,1454.0,2024-08-21 00:00:00,126.43
432,516.0,2024-08-21 00:00:00,111.09
433,2445.0,2024-08-21 00:00:00,385.12
434,887.0,21/08/2024 00:00:00,349.65
435,1099.0,2024-08-21 00:00:00,49.89
436,1711.0,2024-08-21 00:00:00,228.2
437,1563.0,2024-08-21 00:00:00,405.07
438,2796.0,2024-08-21 00:00:00,10.0
439,989.0,2024-08-21 00:00:00,575.11
440,869.0,2024-08-21 00:00:00,203.51
441,1683.0,2024-08-21 00:00:00,64.1
442,1411.0,2024-08-21 00:00:00,74.78
443,570.0,2024-08-21 00:00:00,449.05
444,1981.0,2024-08-21 00:00:00,44.72
445,793.0,2024-08-21 00:00:00,251.0
446,1810.0,2024-08-21 00:00:00,399.55
447,2256.0,2024-08-21 00:00:00,156.72
448,1084.0,2024-08-21 00:00:00,41.04
449,1681.0,2024-08-21 00:00:00,19.12
450,520.0,2024-08-21 00:00:00,294.74
451,1710.0,21/08/2024 00:00:00,151.16
452,2247.0,2024-08-21 00:00:00,196.82
453,960.0,2024-08-21 00:00:00,69.68
454,1560.0,2024-08-21 00:00:00,507.28
455,2947.0,2024-08-21 00:00:00,41.03
456,527.0,2024-08-21 00:00:00,131.37
457,2254.0,2024-08-21 00:00:00,182.42
458,1260.0,2024-08-21 00:00:00,56.88
459,521.0,2024-08-22 00:00:00,44.76
460,1017.0,2024-08-22 00:00:00,35.07
461,2774.0,2024-08-22 00:00:00,174.44
462,117.0,2024-08-22 00:00:00,178.45
463,584.0,22/08/2024 00:00:00,74.32
464,2769.0,2024-08-22 00:00:00,10.0
465,274.0,2024-08-22 00:00:00,228.17
466,338.0,2024-08-22 00:00:00,130.76
467,607.0,2024-08-22 00:00:00,255.95
468,2059.0,2024-08-22 00:00:00,237.48
469,2849.0,2024-08-22 00:00:00,610.03
470,,2024-08-22 00:00:00,257.68
471,1112.0,2024-08-22 00:00:00,31.55
472,2636.0,2024-08-22 00:00:00,863.44
473,1696.0,2024-08-22 00:00:00,10.0
474,1334.0,2024-08-22 00:00:00,192.55
475,2721.0,2024-08-22 00:00:00,164.04
476,1952.0,2024-08-22 00:00:00,566.85
477,2.0,2024-08-22 00:00:00,152.82
478,1769.0,2024-08-22 00:00:00,86.35
479,2637.0,2024-08-22 00:00:00,16.37
480,918.0,2024-08-23 00:00:00,77.75
481,2919.0,2024-08-23 00:00:00,44.84
482,2170.0,2024-08-23 00:00:00,322.48
483,106.0,2024-08-23 00:00:00,36.66
484,1329.0,2024-08-23 00:00:00,605.44
485,317.0,2024-08-23 00:00:00,245.16
486,1926.0,2024-08-23 00:00:00,180.66
487,2271.0,2024-08-23 00:00:00,155.87
488,716.0,2024-08-23 00:00:00,409.54
489,1714.0,2024-08-23 00:00:00,196.33
490,1108.0,2024-08-23 00:00:00,82.94
491,251.0,2024-08-23 00:00:00,132.48
492,459.0,2024-08-23 00:00:00,450.41
493,900.0,2024-08-23 00:00:00,182.0
494,22.0,2024-08-23 00:00:00,120.41
495,515.0,2024-08-23 00:00:00,10.0
496,874.0,2024-08-23 00:00:00,115.47
497,2135.0,2024-08-23 00:00:00,210.13
498,1561.0,2024-08-23 00:00:00,410.81
499,2170.0,2024-08-23 00:00:00,79.8
500,750.0,2024-08-23 00:00:00,82.16
501,1928.0,2024-08-24 00:00:00,410.88
502,2357.0,2024-08-24 00:00:00,215.0
503,307.0,2024-08-24 00:00:00,35.27
504,1990.0,2024-08-24 00:00:00,254.02
505,662.0,2024-08-24 00:00:00,80.79
506,312.0,2024-08-24 00:00:00,736.13
507,2972.0,2024-08-24 00:00:00,44.51
508,35.0,2024-08-24 00:00:00,49.84
509,1983.0,2024-08-24 00:00:00,45.53
510,903.0,2024-08-24 00:00:00,124.21
511,2910.0,2024-08-24 00:00:00,647.72
512,1978.0,2024-08-24 00:00:00,271.51
513,404.0,2024-08-24 00:00:00,198.18
514,2780.0,2024-08-24 00:00:00,92.74
515,2580.0,2024-08-24 00:00:00,140.58
516,1713.0,2024-08-24 00:00:00,144.31
517,2468.0,2024-08-24 00:00:00,10.0
518,2914.0,2024-08-24 00:00:00,133.37
519,2626.0,2024-08-24 00:00:00,182.12
520,2980.0,2024-08-24 00:00:00,109.54
521,755.0,2024-08-24 00:00:00,179.47
522,1270.0,2024-08-24 00:00:00,88.99
523,530.0,2024-08-24 00:00:00,199.7
524,2959.0,2024-08-25 00:00:00,53.78
525,794.0,2024-08-25 00:00:00,251.63
526,2800.0,2024-08-25 00:00:00,184.19
527,940.0,2024-08-25 00:00:00,93.31
528,2.0,2024-08-25 00:00:00,39.93
529,2885.0,2024-08-25 00:00:00,14.33
530,553.0,2024-08-25 00:00:00,56.8
531,1852.0,2024-08-25 00:00:00,103.85
532,14.0,2024-08-25 00:00:00,144.65
533,2009.0,2024-08-25 00:00:00,217.31
534,838.0,2024-08-25 00:00:00,211.18
535,2041.0,25/08/2024 00:00:00,101.85
536,1253.0,2024-08-25 00:00:00,10.0
537,1473.0,2024-08-25 00:00:00,296.98
538,301.0,2024-08-25 00:00:00,54.11
539,2335.0,2024-08-25 00:00:00,53.85
540,630.0,2024-08-25 00:00:00,37.21
541,1994.0,2024-08-25 00:00:00,119.12
542,2892.0,2024-08-26 00:00:00,353.08
543,1281.0,2024-08-26 00:00:00,119.36
544,1800.0,2024-08-26 00:00:00,192.02
545,2561.0,2024-08-26 00:00:00,58.21
546,2934.0,2024-08-26 00:00:00,36.69
547,1957.0,26/08/2024 00:00:00,88.24
548,2213.0,2024-08-26 00:00:00,304.46
549,1656.0,2024-08-26 00:00:00,327.64
550,2204.0,2024-08-26 00:00:00,399.34
551,1926.0,2024-08-26 00:00:00,46.09
552,957.0,2024-08-26 00:00:00,10.0
553,2382.0,2024-08-26 00:00:00,11.76
554,2559.0,2024-08-26 00:00:00,52.57
555,282.0,2024-08-26 00:00:00,10.0
556,2167.0,2024-08-26 00:00:00,50.9
557,2533.0,2024-08-26 00:00:00,543.24
558,2885.0,2024-08-27 00:00:00,21.81
559,2739.0,2024-08-27 00:00:00,10.0
560,490.0,2024-08-27 00:00:00,101.29
561,2290.0,2024-08-27 00:00:00,671.16
562,126.0,2024-08-27 00:00:00,606.53
563,1209.0,2024-08-27 00:00:00,173.55
564,2543.0,2024-08-27 00:00:00,147.52
565,919.0,2024-08-27 00:00:00,219.84
566,2199.0,2024-08-27 00:00:00,10.0
567,308.0,2024-08-27 00:00:00,243.94
568,2794.0,2024-08-27 00:00:00,264.03
569,2034.0,2024-08-27 00:00:00,41.74
570,1015.0,2024-08-27 00:00:00,223.32
571,1382.0,2024-08-27 00:00:00,405.21
572,86.0,2024-08-27 00:00:00,58.96
573,2359.0,2024-08-27 00:00:00,769.17
574,2475.0,2024-08-27 00:00:00,229.93
575,2162.0,2024-08-27 00:00:00,55.98
576,303.0,2024-08-27 00:00:00,169.08
577,588.0,2024-08-27 00:00:00,24.01
578,345.0,2024-08-27 00:00:00,233.93
579,2849.0,2024-08-27 00:00:00,183.56
580,1311.0,2024-08-27 00:00:00,215.11
581,1328.0,2024-08-27 00:00:00,210.67
582,1010.0,2024-08-27 00:00:00,185.75
583,575.0,2024-08-27 00:00:00,755.97
584,1113.0,2024-08-27 00:00:00,409.21
585,2633.0,2024-08-28 00:00:00,18.97
586,489.0,2024-08-28 00:00:00,23.11
587,494.0,2024-08-28 00:00:00,519.86
588,19.0,2024-08-28 00:00:00,329.89
589,2445.0,2024-08-28 00:00:00,319.71
590,851.0,2024-08-28 00:00:00,406.36
